2010/05/25 18:07, P03, Task01,,
09:12:41 PM, Driver, Dial Felix,,
09:12:41 PM, System, Do you want to call Felix. Say 'Yes' or 'No',,
09:12:47 PM, Driver, Yes,,
09:12:47 PM, System, Calling Felix on 0789954545,,
09:14:14 PM, System, Please, go to the next task,
09:14:22 PM, Driver, <Button> Call,,
09:14:25 PM, Driver, Janet,,
09:14:25 PM, System, Do you want to call Janet. Say 'Yes' or 'No',,
09:14:33 PM, Driver, Yes,,
09:14:34 PM, System, Calling Janet on 0827743624,,
09:14:40 PM, System, Please, go to the next task,
09:14:48 PM, Driver, <Button> Call,,
09:14:48 PM, Driver, Call,,
09:14:50 PM, Driver, Zero,,
09:14:52 PM, Driver, Seven,,
09:14:53 PM, Driver, Seven,,
09:14:54 PM, Driver, Four,,
09:14:56 PM, Driver, Four,,
09:14:57 PM, Driver, Four,,
09:14:59 PM, Driver, Five,,
09:15:00 PM, Driver, Five,,
09:15:02 PM, Driver, Five,,
09:15:03 PM, Driver, Five,,
09:15:05 PM, System, Do you want to dial 0 7 7 4 4 4 5 5 5 5 . Say 'Yes' or 'No',,
09:15:14 PM, Driver, Yes,,
09:15:14 PM, System, Do you want to dial 0 7 7 4 4 4 5 5 5 5 . Say 'Yes' or 'No',,
09:15:22 PM, System, Dialling 0 7 7 4 4 4 5 5 5 5 ,,
09:15:28 PM, System, Please, go to the next task,
09:15:38 PM, Driver, <Button> Call,,
09:15:38 PM, Driver, Call,,
09:15:39 PM, Driver, Zero,,
09:15:39 PM, System, Sorry, your number  is  too short . Cancelling the command...,
09:15:49 PM, Driver, <Button> Call,,
09:15:49 PM, Driver, Call,,
09:15:50 PM, Driver, Zero,,
09:15:52 PM, Driver, Seven,,
09:15:53 PM, Driver, Four,,
09:15:57 PM, Driver, triple o,,
09:15:59 PM, Driver, double two,,
09:16:01 PM, Driver, double three,,
09:16:02 PM, System, Do you want to dial 0 7 4 0 0 0 2 2 3 3 . Say 'Yes' or 'No',,
09:16:12 PM, Driver, Yes,,
09:16:12 PM, System, Do you want to dial 0 7 4 0 0 0 2 2 3 3 . Say 'Yes' or 'No',,
09:16:20 PM, System, Dialling 0 7 4 0 0 0 2 2 3 3 ,,
09:16:26 PM, System, Please, go to the next task,
09:16:36 PM, Driver, <Button> Call,,
09:16:36 PM, Driver, Call,,
09:16:39 PM, Driver, triple eight,,
09:16:39 PM, System, Sorry, your number  is  too short . Cancelling the command...,
09:16:47 PM, Driver, One,,
09:16:49 PM, Driver, triple eight,,
09:16:51 PM, Driver, triple one,,
09:16:52 PM, Driver, Six,,
09:16:54 PM, Driver, triple six,,
09:16:56 PM, Driver, <Button> Call,,
09:17:00 PM, System, Sorry, your number  is  too short . Cancelling the command...,
09:17:07 PM, Driver, <Button> Call,,
09:17:07 PM, Driver, Call,,
09:17:10 PM, Driver, triple eight,,
09:17:11 PM, Driver, triple one,,
09:17:13 PM, Driver, Six,,
09:17:15 PM, Driver, triple six,,
09:17:17 PM, System, Sorry, your number 8 8 8 1 1 1 6 6 6 6  is  is not valid . Cancelling the command...,
09:17:34 PM, Driver, <Button> Call,,
09:17:38 PM, Driver, Zero,,
09:17:38 PM, System, Sorry, your number  is  too short . Cancelling the command...,
09:17:45 PM, Driver, <Button> Call,,
09:17:45 PM, Driver, Call,,
09:17:47 PM, Driver, Zero,,
09:17:49 PM, Driver, double seven,,
09:17:51 PM, Driver, double six,,
09:17:53 PM, Driver, Six,,
09:17:55 PM, Driver, double o,,
09:17:57 PM, Driver, double five,,
09:17:58 PM, System, Do you want to dial 0 7 7 6 6 6 0 0 5 5 . Say 'Yes' or 'No',,
09:18:09 PM, Driver, Yes,,
09:18:10 PM, System, Do you want to dial 0 7 7 6 6 6 0 0 5 5 . Say 'Yes' or 'No',,
09:18:18 PM, System, Dialling 0 7 7 6 6 6 0 0 5 5 ,,
09:18:24 PM, System, Please, go to the next task,
09:18:38 PM, Driver, <Button> Call,,
09:18:38 PM, Driver, Redial,,
09:18:44 PM, Driver, Zero,,
09:18:44 PM, System, Sorry, your number  is  too short . Cancelling the command...,
09:18:51 PM, Driver, Zero,,
09:18:53 PM, Driver, Redial,,
09:18:54 PM, System, Do you want to redial the last number 0 7 7 6 6 6 0 0 5 5  ? Say 'Yes' or 'No',,
09:19:06 PM, Driver, Yes,,
09:19:06 PM, System, Dialling 0 7 7 6 6 6 0 0 5 5 ,,
09:19:12 PM, System, Please, go to the next task,
09:19:23 PM, Driver, Callback,,
09:19:23 PM, System, Do you want to call back the last incoming contact John Doe ? Say 'Yes' or 'No' ,,
09:19:32 PM, Driver, Yes,,
09:19:32 PM, System, Calling John Doe,,
09:19:37 PM, System, Please, go to the next task,
09:19:54 PM, Driver, Send message to Patrick,,
09:20:03 PM, System, Do you want to  send a text message to Patrick. Say 'Yes' or 'No',,
09:20:12 PM, Driver, Yes,,
09:20:12 PM, System, Choose between the following options,,
09:20:19 PM, System, 1- I am running late,,
09:20:22 PM, System, 2- Appointment postponed,,
09:20:26 PM, System, 3- I will call you later,,
09:20:33 PM, Driver, One,,
09:20:33 PM, System, Sending the text message 1- I am running late,,
09:20:38 PM, System, Please, go to the next task,
09:20:48 PM, Driver, Sms Andre,,
09:20:48 PM, System, Do you want to  send a text message to Andre. Say 'Yes' or 'No',,
09:20:57 PM, Driver, Yeah,,
09:20:57 PM, System, Choose between the following options,,
09:21:01 PM, System, 1- I am running late,,
09:21:04 PM, System, 2- Appointment postponed,,
09:21:08 PM, System, 3- I will call you later,,
09:21:13 PM, Driver, Three,,
09:21:13 PM, System, Sending the text message 3- I will call you later,,
09:21:18 PM, System, Please, go to the next task,
09:21:26 PM, System, Thank you for your participation. Please, fill in the questionnaire.,
,,,,
2010/05/28 22:37, TEST, Task01,,
10:37:12 PM, Driver, <Button> Call,,
10:37:12 PM, Driver, Call,,
10:37:14 PM, Driver, Yeah,,
10:37:17 PM, Driver, Six,,
10:37:18 PM, Driver, Six,,
10:37:23 PM, Driver, Eight,,
10:37:25 PM, Driver, Three,,
10:37:27 PM, Driver, Five,,
10:37:28 PM, Driver, Four,,
10:37:29 PM, Driver, One,,
10:37:31 PM, Driver, Five,,
10:37:32 PM, Driver, Nine,,
10:37:34 PM, Driver, Call,,
10:37:34 PM, System, Sorry, your number 6 6 8 3 5 4 1 5 9  is  too short . Cancelling the command...,
10:37:45 PM, Driver, <Button> Call,,
10:37:45 PM, Driver, Call,,
10:37:47 PM, Driver, Zero,,
10:37:48 PM, Driver, Zero,,
10:37:52 PM, System, Sorry, your number 6 6 8 3 5 4 1 5 9  is  too short . Cancelling the command...,
10:38:00 PM, Driver, Repeat,,
10:38:02 PM, Driver, Call,,
10:38:02 PM, System, Sorry, your number 0 0  is  too short . Cancelling the command...,
10:38:10 PM, Driver, <Button> Call,,
10:38:10 PM, Driver, Call,,
10:38:12 PM, Driver, Yeah,,
10:38:14 PM, Driver, Six,,
10:38:15 PM, Driver, Six,,
10:38:17 PM, Driver, Eight,,
10:38:18 PM, Driver, Three,,
10:38:20 PM, Driver, Five,,
10:38:21 PM, Driver, Four,,
10:38:23 PM, Driver, One,,
10:38:24 PM, Driver, Five,,
10:38:26 PM, Driver, Nine,,
10:38:29 PM, Driver, Call,,
10:38:29 PM, System, Sorry, your number 6 6 8 3 5 4 1 5 9  is  too short . Cancelling the command...,
,,,,
2010/05/28 22:39, P12, Task01,,
10:39:54 PM, Driver, <Button> Call,,
10:39:54 PM, Driver, Call,,
10:39:57 PM, Driver, Yeah,,
10:39:59 PM, Driver, Three,,
10:40:02 PM, Driver, Six,,
10:40:06 PM, Driver, Eight,,
10:40:08 PM, Driver, Yeah,,
10:40:09 PM, Driver, Five,,
10:40:11 PM, Driver, Four,,
10:40:12 PM, Driver, One,,
10:40:14 PM, Driver, Five,,
10:40:15 PM, Driver, Nine,,
10:40:17 PM, Driver, Call,,
10:40:17 PM, System, Sorry, your number 3 6 8 5 4 1 5 9  is  too short . Cancelling the command...,
,,,,
2010/05/28 22:41, P12, Task01,,
10:41:21 PM, Driver, <Button> Call,,
10:41:21 PM, Driver, Call,,
10:41:23 PM, Driver, Zero,,
10:41:24 PM, Driver, Seven,,
10:41:26 PM, Driver, Six,,
10:41:27 PM, Driver, Eight,,
10:41:29 PM, Driver, Three,,
10:41:30 PM, Driver, Five,,
10:41:31 PM, Driver, Four,,
10:41:33 PM, Driver, One,,
10:41:34 PM, Driver, Five,,
10:41:36 PM, Driver, Nine,,
10:41:37 PM, Driver, Call,,
10:41:37 PM, System, Do you want to dial 0 7 6 8 3 5 4 1 5 9 . Say 'Yes' or 'No',,
10:41:47 PM, Driver, Yes,,
10:41:47 PM, System, Dialling 0 7 6 8 3 5 4 1 5 9 ,,
10:41:53 PM, System, Please, go to the next task,
10:43:04 PM, Driver, <Button> Send Message,,
10:43:11 PM, Driver, Zero,,
10:43:12 PM, Driver, Seven,,
10:43:13 PM, Driver, Three,,
10:43:15 PM, Driver, triple one,,
10:43:17 PM, Driver, One,,
10:43:18 PM, Driver, Two,,
10:43:19 PM, Driver, Three,,
10:43:21 PM, Driver, Four,,
10:43:22 PM, System, Do you want to send a text message to 0 7 3 1 1 1 1 2 3 4 . Say 'Yes' or 'No',,
10:43:33 PM, Driver, Yes,,
10:43:33 PM, System, Choose between the following options,,
10:43:37 PM, System, 1- I am running late,,
10:43:40 PM, System, 2- Appointment postponed,,
10:43:44 PM, System, 3- I will call you later,,
10:43:49 PM, Driver, Three,,
10:43:49 PM, System, Sending the text message 3- I will call you later,,
10:43:54 PM, System, Please, go to the next task,
,,,,
2010/06/08 18:03, TEST, Task01,,
,,,,
2010/06/08 18:04, TEST, Task01,,
,,,,
2010/06/10 20:22, TEST, Task01,,
08:23:00 PM, Driver, Callback,,
08:23:01 PM, System, Do you want to call back the last incoming contact John Doe ? Say 'Yes' or 'No' ,,
08:23:09 PM, Driver, No,,
08:23:09 PM, System, Cancelling the callback request.,,
08:23:14 PM, Driver, Call Patrick,,
08:23:14 PM, System, Do you want to call Patrick. Say 'Yes' or 'No',,
08:23:19 PM, System, Cancelling the call request.,,
08:23:23 PM, Driver, Callback,,
08:23:23 PM, System, Do you want to call back the last incoming contact John Doe ? Say 'Yes' or 'No' ,,
08:23:31 PM, System, Cancelling the callback request.,,
08:23:36 PM, Driver, Call Patrick,,
08:23:36 PM, System, Do you want to call Patrick. Say 'Yes' or 'No',,
08:23:41 PM, System, Cancelling the call request.,,
08:23:48 PM, Driver, Callback,,
08:23:48 PM, System, Do you want to call back the last incoming contact John Doe ? Say 'Yes' or 'No' ,,
08:23:56 PM, System, Cancelling the callback request.,,
08:24:04 PM, Driver, <Button> Call,,
08:24:08 PM, System, Cancelling the callback request.,,
08:24:11 PM, Driver, Repeat,,
08:24:13 PM, Driver, Patrick,,
08:24:13 PM, System, Do you want to call Patrick. Say 'Yes' or 'No',,
08:24:18 PM, System, Cancelling the call request.,,
08:24:22 PM, Driver, Cancel,,
08:24:22 PM, System, Cancelling...,,
08:24:26 PM, Driver, Call Patrick,,
08:24:26 PM, System, Do you want to call Patrick. Say 'Yes' or 'No',,
08:24:31 PM, System, Cancelling the call request.,,
,,,,
2010/06/13 18:54, TEST, Task01,,
06:54:49 PM, Driver, <Button> Send Message,,
06:54:56 PM, Driver, Call Patrick,,
06:54:57 PM, System, Do you want to  send a text message to Patrick. Say 'Yes' or 'No',,
06:55:05 PM, Driver, No,,
06:55:05 PM, System, Cancelling the message request.,,
06:55:10 PM, Driver, Call Patrick,,
06:55:10 PM, System, Do you want to call Patrick. Say 'Yes' or 'No',,
06:55:16 PM, System, Cancelling the call request.,,
06:55:22 PM, Driver, Yes,,
06:55:24 PM, Driver, Yes,,
06:55:27 PM, System, Cancelling the call request.,,
06:55:29 PM, Driver, Repeat,,
06:55:31 PM, Driver, What time is it?,,
06:55:32 PM, System, the time is 6  55,,
,,,,
2010/06/13 19:30, TEST, Task01,,
07:30:11 PM, Driver, Call Patrick,,
07:30:11 PM, System, Do you want to call Patrick. Say 'Yes' or 'No',,
07:30:18 PM, Driver, Yes,,
07:30:18 PM, System, Calling Patrick on 0768354159,,
07:30:24 PM, System, Please, go to the next task,
07:30:34 PM, Driver, <Button> Call,,
07:30:34 PM, Driver, Call,,
07:30:36 PM, Driver, Zero,,
07:30:37 PM, Driver, Six,,
07:30:38 PM, Driver, Six,,
07:30:40 PM, System, Please, go to the next task,
07:30:43 PM, Driver, Repeat,,
07:30:48 PM, System, Please, go to the next task,
07:30:51 PM, Driver, Repeat,,
07:30:52 PM, Driver, Eight,,
07:30:53 PM, Driver, One,,
07:30:57 PM, Driver, One,,
07:31:02 PM, Driver, Call,,
07:31:02 PM, System, Sorry, your number 0 6 6 8 1 1  is  too short . Cancelling the command...,
07:31:11 PM, Driver, <Button> Call,,
07:31:11 PM, Driver, Call,,
07:31:13 PM, Driver, Christiaan,,
07:31:13 PM, System, Do you want to call Christiaan. Say 'Yes' or 'No',,
07:31:46 PM, Driver, Send message to Patrick,,
07:31:49 PM, Driver, Restart,,
07:31:49 PM, System, Cancelling...,,
07:31:53 PM, Driver, Send message to dieter,,
07:31:53 PM, System, Do you want to  send a text message to dieter. Say 'Yes' or 'No',,
07:32:02 PM, Driver, Nope,,
07:32:02 PM, System, Cancelling the message request.,,
07:32:07 PM, Driver, Send message to Patrick,,
07:32:07 PM, System, Do you want to  send a text message to Patrick. Say 'Yes' or 'No',,
07:32:14 PM, System, Cancelling the message request.,,
,,,,
2010/06/13 19:34, TEST, Task01,,
07:34:28 PM, Driver, Sms Janet,,
07:34:28 PM, System, Do you want to  send a text message to Janet. Say 'Yes' or 'No',,
07:34:38 PM, Driver, Yes,,
07:34:38 PM, System, Choose between the following options,,
07:34:41 PM, System, 1- I am running late,,
07:34:44 PM, System, 2- Appointment postponed,,
07:34:48 PM, System, 3- I will call you later,,
07:34:53 PM, Driver, Three,,
07:34:53 PM, System, Sending the text message 3- I will call you later,,
07:34:58 PM, System, Please, go to the next task,
07:35:04 PM, Driver, Sms Andre,,
07:35:04 PM, System, Do you want to  send a text message to Andre. Say 'Yes' or 'No',,
07:35:13 PM, Driver, Yes,,
07:35:13 PM, System, Choose between the following options,,
07:35:16 PM, System, 1- I am running late,,
07:35:19 PM, System, 2- Appointment postponed,,
07:35:23 PM, System, 3- I will call you later,,
07:35:28 PM, Driver, Four,,
07:35:31 PM, Driver, Four,,
07:35:34 PM, Driver, One,,
07:35:34 PM, System, Sending the text message 1- I am running late,,
07:35:38 PM, System, Please, go to the next task,
07:35:45 PM, Driver, <Button> Call,,
07:35:45 PM, Driver, Call,,
07:35:48 PM, Driver, Zero,,
07:35:51 PM, Driver, Felix,,
07:35:51 PM, System, Do you want to call Felix. Say 'Yes' or 'No',,
07:35:59 PM, Driver, No,,
07:35:59 PM, System, Cancelling the call request.,,
07:36:07 PM, Driver, Call_last_outgoing,,
07:36:07 PM, System, Do you want to redial Patrick ? Say 'Yes' or 'No' ,,
07:36:13 PM, System, Cancelling the redial request.,,
07:36:18 PM, Driver, Call_last_outgoing,,
07:36:18 PM, System, Do you want to redial Patrick ? Say 'Yes' or 'No' ,,
07:36:23 PM, System, Cancelling the redial request.,,
,,,,
2010/06/13 19:40, TEST, Task01,,
07:40:19 PM, Driver, Call Janet,,
07:40:19 PM, System, Do you want to call Janet. Say 'Yes' or 'No',,
07:40:27 PM, Driver, No,,
07:40:27 PM, System, Cancelling the call request.,,
07:40:31 PM, Driver, Call_last_outgoing,,
07:40:31 PM, System, Do you want to redial Patrick ? Say 'Yes' or 'No' ,,
07:40:36 PM, System, Cancelling the redial request.,,
07:40:44 PM, Driver, Call Sanele,,
07:40:48 PM, Driver, Call,,
07:40:48 PM, System, Sorry, your number  is  too short . Cancelling the command...,
,,,,
2010/06/14 23:41, TEST, Task01,,
11:42:41 PM, Driver, What time is it?,,
11:42:42 PM, System, the time is 11  42,,
11:42:48 PM, System, the time is 11  42,,
11:42:51 PM, Driver, Repeat,,
11:43:04 PM, System, the time is 11  42,,
11:43:07 PM, Driver, Repeat,,
11:43:12 PM, Driver, What time is it?,,
11:43:12 PM, System, the time is 11  43,,
11:43:18 PM, Driver, Christiaan,,
11:43:21 PM, Driver, Zero,,
11:43:24 PM, Driver, Yeah,,
11:43:26 PM, Driver, Yeah,,
11:44:14 PM, Driver, Callback,,
11:44:14 PM, System, Do you want to call back the last incoming contact John Doe ? Say 'Yes' or 'No' ,,
11:44:22 PM, System, Calling John Doe,,
11:44:25 PM, System, Please, go to the next task,
11:44:31 PM, Driver, Callback,,
11:44:31 PM, System, Do you want to call back the last incoming contact John Doe ? Say 'Yes' or 'No' ,,
11:44:43 PM, Driver, No,,
11:44:43 PM, System, Cancelling the callback request.,,
11:44:50 PM, Driver, Sms Janet,,
11:44:50 PM, System, Do you want to  send a text message to Janet. Say 'Yes' or 'No',,
11:44:57 PM, System, Cancelling the message request.,,
,,,,
2010/06/14 23:46, TEST, Task01,,
11:46:23 PM, Driver, Phone Jean,,
11:46:23 PM, System, Do you want to call Jean. Say 'Yes' or 'No',,
11:46:29 PM, Driver, No,,
11:47:23 PM, System, Cancelling the call request.,,
11:47:31 PM, Driver, Callback,,
11:47:31 PM, System, Do you want to call back the last incoming contact John Doe ? Say 'Yes' or 'No' ,,
11:47:39 PM, System, Cancelling the callback request.,,
,,,,
2010/06/14 23:50, TEST, Task01,,
11:50:48 PM, Driver, Janet,,
11:50:51 PM, Driver, Call Janet,,
11:50:51 PM, System, Do you want to call Janet. Say 'Yes' or 'No',,
11:50:59 PM, Driver, No,,
11:51:03 PM, System, Cancelling the call request.,,
11:51:10 PM, Driver, Call Patrick,,
11:51:10 PM, System, Do you want to call Patrick. Say 'Yes' or 'No',,
11:51:18 PM, Driver, Yes,,
11:51:23 PM, System, Calling Patrick on 0768354159,,
11:51:29 PM, System, Please, go to the next task,
,,,,
2010/06/15 00:00, TEST, Task01,,
12:00:39 AM, Driver, Sms Janet,,
12:00:39 AM, System, Do you want to  send a text message to Janet. Say 'Yes' or 'No',,
12:00:47 AM, Driver, Yes,,
12:00:47 AM, System, Choose between the following options,,
12:00:51 AM, System, 1- I am running late,,
12:00:55 AM, System, 2- Appointment postponed,,
12:00:59 AM, System, 3- I will call you later,,
12:02:50 AM, Driver, <Button> Call,,
12:02:50 AM, Driver, Call,,
12:02:50 AM, Driver, One,,
12:02:50 AM, System, Sending the text message 1- I am running late,,
12:02:55 AM, System, Please, go to the next task,
12:03:06 AM, Driver, What time is it?,,
12:03:06 AM, System, the time is 0  3,,
12:03:14 AM, Driver, What time is it?,,
12:03:15 AM, System, the time is 0  3,,
,,,,
2010/06/15 00:24, TEST, Task01,,
12:25:03 AM, Driver, What time is it?,,
12:25:03 AM, System, the time is 0  25,,
,,,,
2010/06/15 00:26, TEST, Task01,,
12:26:58 AM, Driver, One,,
12:27:01 AM, Driver, Five,,
12:27:04 AM, Driver, One,,
12:27:09 AM, Driver, What time is it?,,
12:27:09 AM, System, the time is 0  27,,
12:27:16 AM, Driver, Sms Janet,,
12:27:16 AM, System, Do you want to  send a text message to Janet. Say 'Yes' or 'No',,
12:28:00 AM, Driver, Yes,,
12:28:00 AM, System, Choose between the following options,,
12:28:04 AM, System, 1- I am running late,,
12:28:20 AM, System, 2- Appointment postponed,,
12:28:24 AM, System, 3- I will call you later,,
12:28:31 AM, Driver, <Button> Call,,
12:28:31 AM, Driver, Phone,,
12:28:34 AM, Driver, Call Peter,,
12:28:37 AM, Driver, One,,
12:28:37 AM, System, Sending the text message 1- I am running late,,
,,,,
2010/06/28 14:18, TEST, Task01,,
02:19:09 PM, Driver, Call Patrick,,
02:19:09 PM, System, Do you want to call Patrick. Say 'Yes' or 'No',,
02:20:10 PM, Driver, Cancel,,
02:20:10 PM, System, Cancelling...,,
02:20:16 PM, Driver, Call Patrick,,
02:20:17 PM, System, Do you want to call Patrick. Say 'Yes' or 'No',,
02:20:23 PM, Driver, Yes,,
02:20:23 PM, System, Calling Patrick on 0768354159,,
02:20:30 PM, System, Please, go to the next task,
09:54:40 PM, Driver, Phone Jean,,
09:54:41 PM, System, Do you want to call Jean. Say 'Yes' or 'No',,
09:54:49 PM, Driver, No,,
09:54:49 PM, System, Cancelling the call request.,,
09:54:54 PM, Driver, What time is it?,,
09:54:54 PM, System, the time is 9  54,,
09:55:21 PM, Driver, Call Patrick,,
09:55:21 PM, System, Do you want to call Patrick. Say 'Yes' or 'No',,
09:55:27 PM, Driver, Yes,,
09:55:27 PM, System, Calling Patrick on 0768354159,,
09:55:33 PM, System, Please, go to the next task,
10:01:14 PM, Driver, Call Patrick,,
10:01:15 PM, System, Do you want to call Patrick. Say 'Yes' or 'No',,
10:01:21 PM, Driver, Yes,,
10:01:22 PM, System, Calling Patrick on 0768354159,,
10:01:29 PM, System, Calling Patrick on 0768354159,,
10:01:35 PM, Driver, Repeat,,
11:06:05 PM, Driver, One,,
11:06:10 PM, System, ,,
11:06:11 PM, Driver, Repeat,,
11:06:18 PM, Driver, What time is it?,,
11:06:18 PM, System, the time is 11  6,,
11:06:27 PM, System, the time is 11  6,,
11:06:30 PM, Driver, Repeat,,
11:07:54 PM, Driver, What time is it?,,
11:07:55 PM, System, the time is 11  7,,
11:08:02 PM, System, the time is 11  7,,
11:08:05 PM, Driver, Repeat,,
01:54:18 AM, Driver, Time,,
01:54:18 AM, System, the time is 1  54,,
01:54:28 AM, System, the time is 1  54,,
01:54:31 AM, Driver, Repeat,,
01:54:35 AM, Driver, Call Janet,,
01:54:35 AM, System, Do you want to call Janet. Say 'Yes' or 'No',,
01:54:41 AM, Driver, Yes,,
01:54:41 AM, System, Calling Janet on 0827743624,,
01:54:49 AM, Driver, Send message to Janet,,
01:54:49 AM, System, Do you want to  send a text message to Janet. Say 'Yes' or 'No',,
01:54:56 AM, Driver, No,,
01:54:56 AM, System, Cancelling the message request.,,
01:55:49 AM, Driver, Call Patrick,,
01:55:50 AM, System, Do you want to call Patrick. Say 'Yes' or 'No',,
01:55:56 AM, Driver, Yes,,
01:55:56 AM, System, Calling Patrick on 0768354159,,
02:00:21 AM, Driver, Sms Janet,,
02:00:21 AM, System, Do you want to  send a text message to Janet. Say 'Yes' or 'No',,
02:02:34 AM, Driver, Time,,
02:02:34 AM, System, the time is 2  2,,
02:03:21 AM, Driver, Time,,
02:03:21 AM, System, the time is 2  3,,
02:04:01 AM, Driver, Time,,
02:04:01 AM, System, the time is 2  4,,
02:04:08 AM, Driver, One,,
02:04:39 AM, Driver, <Button> Call,,
02:04:39 AM, Driver, Call,,
02:04:57 AM, Driver, One,,
02:05:38 AM, System, ,,
02:05:38 AM, Driver, Repeat,,
02:05:59 AM, System, ,,
02:06:28 AM, Driver, Repeat,,
02:08:02 AM, Driver, One,,
02:08:28 AM, Driver, What time is it?,,
02:08:41 AM, System, the time is 2  8,,
02:09:36 AM, Driver, Send,,
02:09:43 AM, Driver, What time is it?,,
02:09:46 AM, Driver, What time is it?,,
02:09:48 AM, Driver, Cancel,,
02:09:48 AM, System, Cancelling...,,
02:09:51 AM, Driver, What time is it?,,
02:09:51 AM, System, the time is 2  9,,
02:10:54 AM, Driver, What time is it?,,
02:10:54 AM, System, the time is 2  10,,
02:26:41 AM, System, ,,
02:26:41 AM, Driver, Repeat,,
02:26:46 AM, Driver, One,,
02:26:48 AM, Driver, Time,,
02:26:49 AM, System, the time is 2  26,,
02:26:54 AM, Driver, Call Patrick,,
02:26:54 AM, System, Do you want to call Patrick. Say 'Yes' or 'No',,
02:27:01 AM, Driver, Yes,,
02:27:02 AM, System, Calling Patrick on 0768354159,,
10:23:32 AM, Driver, what time is it?,,
10:23:33 AM, System, the time is 10  23,,
10:23:40 AM, Driver, go back,,
10:23:45 AM, Driver, go back,,
10:23:48 AM, Driver, what time is it?,,
10:23:48 AM, System, the time is 10  23,,
10:24:49 AM, Driver, what time is it?,,
10:24:49 AM, System, the time is 10  24,,
10:24:53 AM, System, the time is 10  24,,
10:24:53 AM, Driver, repeat,,
02:32:36 PM, Driver, what time is it?,,
02:34:47 PM, System, the time is 2  34,,
02:35:15 PM, Driver, go back,,
02:35:35 PM, Driver, go back,,
02:35:53 PM, Driver, go back,,
02:36:56 PM, Driver, janet,,
02:37:02 PM, Driver, janet,,
02:37:42 PM, Driver, time,,
02:37:52 PM, System, the time is 2  37,,
02:38:13 PM, System, the time is 2  37,,
02:38:13 PM, Driver, repeat,,
02:38:20 PM, Driver, restart,,
02:38:20 PM, System, Cancelling...,,
02:38:24 PM, Driver, reset,,
02:38:24 PM, System, Cancelling...,,
02:38:27 PM, Driver, cancel,,
02:38:27 PM, System, Cancelling...,,
02:38:31 PM, Driver, patrick,,
02:40:01 PM, Driver, patrick,,
02:40:37 PM, Driver, call patrick,,
02:40:38 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
02:44:44 PM, Driver, call patrick,,
02:44:44 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
02:44:53 PM, Driver, yes,,
02:44:53 PM, System, Calling patrick on 0768354159,,
02:45:11 PM, Driver, sms patrick,,
02:45:11 PM, System, Do you want to  send a text message to patrick. Say 'Yes' or 'No',,
02:45:18 PM, Driver, yes,,
02:45:18 PM, System, Choose between the following options,,
02:45:18 PM, System, 1- I am running late,,
02:45:18 PM, System, 2- Appointment postponed,,
02:45:18 PM, System, 3- I will call you later,,
02:46:18 PM, Driver, sms patrick,,
02:46:18 PM, System, Do you want to  send a text message to patrick. Say 'Yes' or 'No',,
02:46:25 PM, Driver, yes,,
02:46:25 PM, System, Choose between the following options,,
02:46:25 PM, System, 1- I am running late,,
02:46:25 PM, System, 2- Appointment postponed,,
02:46:25 PM, System, 3- I will call you later,,
02:46:34 PM, Driver, <Button> Call,,
02:46:34 PM, Driver, phone,,
02:51:33 PM, Driver, sms patrick,,
02:51:33 PM, System, Do you want to  send a text message to patrick. Say 'Yes' or 'No',,
02:51:40 PM, Driver, yes,,
02:51:40 PM, System, Choose between the following options,,
02:51:40 PM, System, 1- I am running late,,
02:51:40 PM, System, 2- Appointment postponed,,
02:51:40 PM, System, 3- I will call you later,,
02:51:43 PM, Driver, one,,
02:51:43 PM, System, Sending the text message 1- I am running late,,
02:51:47 PM, Driver, one,,
02:51:49 PM, Driver, one,,
03:56:56 PM, Driver, call back,,
03:57:07 PM, Driver, call patrick,,
03:57:07 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
03:57:52 PM, Driver, call patrick,,
03:57:53 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
03:59:06 PM, Driver, call patrick,,
03:59:06 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
03:59:14 PM, Driver, yes,,
03:59:14 PM, System, Calling patrick on 0768354159,,
03:59:23 PM, Driver, go back,,
04:00:30 PM, Driver, call patrick,,
04:00:30 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
04:00:53 PM, Driver, yes,,
04:00:53 PM, System, Calling patrick on 0768354159,,
04:01:02 PM, Driver, call janet,,
04:01:02 PM, System, Do you want to call janet. Say 'Yes' or 'No',,
04:07:07 PM, Driver, call back,,
04:07:15 PM, Driver, reset,,
04:07:15 PM, System, Cancelling...,,
04:07:19 PM, Driver, call patrick,,
04:07:20 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
04:07:26 PM, Driver, ya,,
04:07:30 PM, Driver, yes,,
04:07:30 PM, System, Calling patrick on 0768354159,,
04:07:39 PM, Driver, call janet,,
04:07:39 PM, System, Do you want to call janet. Say 'Yes' or 'No',,
04:07:46 PM, Driver, yep,,
04:07:50 PM, Driver, yep,,
04:14:01 PM, Driver, <Button> Call,,
04:14:01 PM, Driver, call,,
04:14:06 PM, Driver, call patrick,,
04:14:06 PM, System, Do you want to call patrick. Say 'Yes' or 'No',,
04:14:13 PM, Driver, yes,,
